央视,#genre#
CETV2,http://60.9.236.52:50003/hls/70/index.m3u8
CETV4,http://123.10.79.123:808/hls/68/index.m3u8
CETV4,http://60.9.236.52:50003/hls/71/index.m3u8
CETV4,http://123.10.79.100:808/hls/68/index.m3u8
CETV4,http://123.10.77.222:808/hls/68/index.m3u8
CETV4,http://60.223.255.143:8800/hls/74/index.m3u8
CGTN,http://123.10.79.123:808/hls/16/index.m3u8
IPTV法制,http://123.10.79.100:808/hls/83/index.m3u8
IPTV法制,http://123.10.79.123:808/hls/83/index.m3u8
IPTV相声,http://123.10.79.123:808/hls/81/index.m3u8
IPTV相声,http://123.10.79.100:808/hls/81/index.m3u8
IPTV相声,http://123.10.77.222:808/hls/81/index.m3u8
世界地理,http://60.223.255.143:8800/hls/43/index.m3u8
军事,http://123.10.79.100:808/hls/93/index.m3u8
军事,http://123.10.79.123:808/hls/93/index.m3u8
军事,http://123.10.77.222:808/hls/93/index.m3u8
北京纪实,http://60.223.255.143:8800/hls/128/index.m3u8
国学,http://58.17.48.228:808/hls/30/index.m3u8
太原教育,http://60.223.255.143:8800/hls/87/index.m3u8
山东教育,http://60.9.236.52:50003/hls/74/index.m3u8
山西影视,http://60.223.255.143:8800/hls/79/index.m3u8
山西文体生活,http://60.223.255.143:8800/hls/76/index.m3u8
山西社会与法治,http://60.223.255.143:8800/hls/78/index.m3u8
山西经济与科技,http://60.223.255.143:8800/hls/77/index.m3u8
山西黄河,http://60.223.255.143:8800/hls/81/index.m3u8
岭南戏曲,http://113.86.205.8:8090/hls/22/index.m3u8
广东体育,http://113.86.205.8:8090/hls/108/index.m3u8
广东影视,http://113.86.205.8:8090/hls/110/index.m3u8
广东新闻,http://113.86.205.8:8090/hls/106/index.m3u8
广东珠江,http://113.86.205.8:8090/hls/105/index.m3u8
广东经济科教,http://113.86.205.8:8090/hls/129/index.m3u8
怀旧剧场,http://110.241.190.7:808/hls/56/index.m3u8
怀旧剧场,http://60.223.255.143:8800/hls/40/index.m3u8
戏曲,http://58.17.48.228:808/hls/9/index.m3u8
收视指南,http://123.10.79.100:808/hls/75/index.m3u8
收视指南,http://123.10.79.123:808/hls/75/index.m3u8
收视指南,http://123.10.77.222:808/hls/75/index.m3u8
早教,http://123.10.79.123:808/hls/92/index.m3u8
早教,http://123.10.79.100:808/hls/92/index.m3u8
早教,http://123.10.77.222:808/hls/92/index.m3u8
江西七套,http://58.17.48.228:808/hls/23/index.m3u8
江西二套,http://58.17.48.228:808/hls/18/index.m3u8
江西五套,http://58.17.48.228:808/hls/21/index.m3u8
江西六套,http://58.17.48.228:808/hls/22/index.m3u8
江西四套,http://58.17.48.228:808/hls/20/index.m3u8
江西教育,http://58.17.48.228:808/hls/25/index.m3u8
河北公共,http://60.9.236.52:50003/hls/27/index.m3u8
河北农民,http://110.241.190.7:808/hls/63/index.m3u8
河北农民,http://60.9.236.52:50003/hls/28/index.m3u8
河北影视,http://60.9.236.52:50003/hls/25/index.m3u8
河北影视,http://110.241.190.7:808/hls/60/index.m3u8
河北经济,http://60.9.236.52:50003/hls/23/index.m3u8
河北都市,http://60.9.236.52:50003/hls/24/index.m3u8
湖南公共,http://110.52.8.56:808/hls/19/index.m3u8
湖南娱乐,http://110.52.8.56:808/hls/24/index.m3u8
湖南经视,http://110.52.8.56:808/hls/25/index.m3u8
湖南都市,http://110.52.8.56:808/hls/23/index.m3u8
湛江公共,http://113.86.205.8:8090/hls/3/index.m3u8
爱大剧,http://123.10.79.123:808/hls/101/index.m3u8
爱大剧,http://123.10.77.222:808/hls/101/index.m3u8
监控,http://123.10.77.222:808/hls/87/index.m3u8
监控,http://123.10.79.100:808/hls/87/index.m3u8
监控,http://123.10.79.123:808/hls/87/index.m3u8
第一剧场,http://60.223.255.143:8800/hls/44/index.m3u8
英张西口,http://123.10.79.100:808/hls/102/index.m3u8
英张西口,http://123.10.79.123:808/hls/102/index.m3u8
英张西口,http://123.10.77.222:808/hls/102/index.m3u8
衡水公共,http://60.9.236.52:50003/hls/33/index.m3u8
谍战剧场,http://123.10.77.222:808/hls/80/index.m3u8
谍战剧场,http://123.10.79.123:808/hls/80/index.m3u8
重温经典,http://60.223.255.143:8800/hls/89/index.m3u8
金鹰纪实,http://123.10.79.100:808/hls/72/index.m3u8
金鹰纪实,http://123.10.79.123:808/hls/72/index.m3u8
金鹰纪实,http://123.10.77.222:808/hls/72/index.m3u8
金鹰纪实,http://60.9.236.52:50003/hls/67/index.m3u8
陕西农林,http://58.17.48.228:808/hls/50/index.m3u8
音乐现场,http://123.10.79.123:808/hls/85/index.m3u8
音乐现场,http://123.10.77.222:808/hls/85/index.m3u8
风云剧场,http://60.223.255.143:8800/hls/45/index.m3u8
风云音乐,http://60.223.255.143:8800/hls/41/index.m3u8
